date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-01-19,AI,132,16128,773,0.82,0.32,4.79,51.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-20,AI,72,16128,845,0.45,0.32,5.24,51.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-21,AI,42,16128,887,0.26,0.32,5.5,51.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-22,AI,62,16128,949,0.38,0.3,5.88,47.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-23,AI,0,16128,949,0,0.29,5.88,47.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-24,AI,0,16128,949,0,0.23,5.88,37.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-25,AI,26,16128,975,0.16,0.2,6.05,32.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-26,AI,131,16128,1106,0.81,0.15,6.86,24.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-27,AI,0,16128,1106,0,0.15,6.86,24.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-28,AI,6,16128,1112,0.04,0.15,6.89,24.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-29,AI,11,16128,1123,0.07,0.15,6.96,24.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-30,AI,0,16128,1123,0,0.17,6.96,27.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-31,AI,0,16128,1123,0,0.22,6.96,35,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-01,AI,23,16128,1146,0.14,0.24,7.11,39.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-02,AI,151,16128,1297,0.94,0.28,8.04,45.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-03,AI,54,16128,1351,0.33,0.28,8.38,45.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-04,AI,35,16128,1386,0.22,0.28,8.59,45.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-05,AI,57,16128,1443,0.35,0.3,8.95,48.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-06,AI,0,16128,1443,0,0.26,8.95,42.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-07,AI,0,16128,1443,0,0.3,8.95,48.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-08,AI,41,16128,1484,0.25,0.27,9.2,43.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-09,AI,112,16128,1596,0.69,0.26,9.9,42.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-10,AI,92,16128,1688,0.57,0.26,10.47,42.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-11,AI,0,16128,1688,0,0.26,10.47,42.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-12,AI,50,16128,1738,0.31,0.28,10.78,45.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-13,AI,0,16128,1738,0,0.3,10.78,48.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-14,AI,0,16128,1738,0,0.28,10.78,45.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-15,AI,64,16128,1802,0.4,0.35,11.17,55.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-16,AI,132,16128,1934,0.82,0.36,11.99,57.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-17,AI,71,16128,2005,0.44,0.36,12.43,57.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-18,AI,73,16128,2078,0.45,0.36,12.88,57.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-19,AI,61,16128,2139,0.38,0.31,13.26,49.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-20,AI,0,16128,2139,0,0.25,13.26,40,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-21,AI,0,16128,2139,0,0.21,13.26,33,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-22,AI,11,16128,2150,0.07,0.14,13.33,22.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-23,AI,64,16128,2214,0.4,0.1,13.73,15.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-24,AI,22,16128,2236,0.14,0.1,13.86,15.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-25,AI,0,16128,2236,0,0.1,13.86,15.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-26,AI,11,16128,2247,0.07,0.09,13.93,13.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-27,AI,0,16128,2247,0,0.03,13.93,4.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-28,AI,0,16128,2247,0,0.06,13.93,9.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-01,AI,0,16128,2247,0,0.08,13.93,12.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-02,AI,0,16128,2247,0,0.07,13.93,10.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-03,AI,54,16128,2301,0.33,0.07,14.27,10.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-04,AI,21,16128,2322,0.13,0.07,14.4,10.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-05,AI,0,16128,2322,0,0.07,14.4,12.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-06,AI,0,16128,2322,0,0.11,14.4,18.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-07,AI,0,16128,2322,0,0.09,14.4,15.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-08,AI,10,16128,2332,0.06,0.08,14.46,12.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-09,AI,43,16128,2375,0.27,0.09,14.73,15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-10,AI,32,16128,2407,0.2,0.09,14.92,15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-11,AI,0,16128,2407,0,0.09,14.92,15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-12,AI,20,16128,2427,0.12,0.09,15.05,15.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-13,AI,0,16128,2427,0,0.06,15.05,9,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-14,AI,0,16128,2427,0,0.03,15.05,4.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-15,AI,11,16128,2438,0.07,0.03,15.12,4.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-16,AI,0,16128,2438,0,0.02,15.12,3.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-17,AI,0,16128,2438,0,0.02,15.12,3.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-18,AI,0,16128,2438,0,0.02,15.12,3.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-19,AI,11,16128,2449,0.07,0.04,15.18,6.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-20,AI,0,16128,2449,0,0.15,15.18,23.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-21,AI,0,16128,2449,0,0.21,15.18,34,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-22,AI,32,16128,2481,0.2,0.24,15.38,38.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-23,AI,121,16128,2602,0.75,0.3,16.13,48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-24,AI,74,16128,2676,0.46,0.3,16.59,48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-25,AI,33,16128,2709,0.2,0.3,16.8,48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-26,AI,76,16128,2785,0.47,0.31,17.27,49.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-27,AI,0,16128,2785,0,0.34,17.27,55,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-28,AI,0,16128,2785,0,0.5,17.27,81,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-29,AI,45,16128,2830,0.28,0.63,17.55,101.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-30,AI,157,16128,2987,0.97,0.58,18.52,94.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-03-31,AI,256,16128,3243,1.59,0.58,20.11,94.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-01,AI,177,16128,3420,1.1,0.58,21.21,94.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-02,AI,24,16128,3444,0.15,0.54,21.35,87.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-03,AI,0,16128,3444,0,0.41,21.35,66.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-04,AI,0,16128,3444,0,0.28,21.35,45.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-05,AI,0,16128,3444,0,0.17,21.35,27.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-06,AI,10,16128,3454,0.06,0.27,21.42,44.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-07,AI,106,16128,3560,0.66,0.27,22.07,44.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-08,AI,55,16128,3615,0.34,0.27,22.41,44.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-09,AI,139,16128,3754,0.86,0.31,23.28,50.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-10,AI,0,16128,3754,0,0.33,23.28,53.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-11,AI,0,16128,3754,0,0.26,23.28,42.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-12,AI,42,16128,3796,0.26,0.21,23.54,34.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-13,AI,31,16128,3827,0.19,0.09,23.73,14.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-14,AI,31,16128,3858,0.19,0.09,23.92,14.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-15,AI,0,16128,3858,0,0.09,23.92,14.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-16,AI,0,16128,3858,0,0.12,23.92,19.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-17,AI,0,16128,3858,0,0.24,23.92,38,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-18,AI,0,16128,3858,0,0.37,23.92,59.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-19,AI,77,16128,3935,0.48,0.45,24.4,73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-20,AI,158,16128,4093,0.98,0.56,25.38,90.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-21,AI,179,16128,4272,1.11,0.57,26.49,92.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-22,AI,97,16128,4369,0.6,0.57,27.09,92.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-23,AI,124,16128,4493,0.77,0.67,27.86,108.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-24,AI,10,16128,4503,0.06,0.75,27.92,121.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-25,AI,0,16128,4503,0,0.83,27.92,133.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-26,AI,192,16128,4695,1.19,0.94,29.11,151.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-27,AI,246,16128,4941,1.53,0.96,30.64,154.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-28,AI,264,16128,5205,1.64,0.97,32.27,156.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-29,AI,227,16128,5432,1.41,0.97,33.68,156.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-04-30,AI,145,16128,5577,0.9,0.89,34.58,143,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-01,AI,24,16128,5601,0.15,0.83,34.73,133.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-02,AI,0,16128,5601,0,0.83,34.73,133.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-03,AI,95,16128,5696,0.59,0.68,35.32,110,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-04,AI,179,16128,5875,1.11,0.64,36.43,103,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-05,AI,262,16128,6137,1.62,0.62,38.05,99.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-06,AI,65,16128,6202,0.4,0.62,38.45,99.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-07,AI,96,16128,6298,0.6,0.58,39.05,93.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-08,AI,0,16128,6298,0,0.58,39.05,94,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-09,AI,0,16128,6298,0,0.52,39.05,84.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-10,AI,55,16128,6353,0.34,0.47,39.39,75,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-11,AI,180,16128,6533,1.12,0.38,40.51,61.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-12,AI,194,16128,6727,1.2,0.44,41.71,70.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-13,AI,0,16128,6727,0,0.44,41.71,70.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-14,AI,0,16128,6727,0,0.55,41.71,88.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-15,AI,66,16128,6793,0.41,0.55,42.12,88,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-16,AI,0,16128,6793,0,0.54,42.12,86.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-17,AI,181,16128,6974,1.12,0.64,43.24,103.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-18,AI,175,16128,7149,1.09,0.72,44.33,116.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-19,AI,183,16128,7332,1.13,0.69,45.46,112,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-20,AI,119,16128,7451,0.74,0.69,46.2,112,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-21,AI,94,16128,7545,0.58,0.53,46.78,86.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-22,AI,32,16128,7577,0.2,0.59,46.98,94.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-23,AI,0,16128,7577,0,0.68,46.98,109.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-24,AI,0,16128,7577,0,0.75,46.98,121.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-25,AI,236,16128,7813,1.46,0.93,48.44,150.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-26,AI,284,16128,8097,1.76,1.03,50.2,166,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-27,AI,202,16128,8299,1.25,1.03,51.46,166,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-28,AI,298,16128,8597,1.85,1.18,53.3,189.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-29,AI,142,16128,8739,0.88,1.17,54.19,189.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-30,AI,0,16128,8739,0,1.22,54.19,196.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-05-31,AI,166,16128,8905,1.03,1.15,55.21,184.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-01,AI,233,16128,9138,1.44,1.02,56.66,165.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-02,AI,337,16128,9475,2.09,1.02,58.75,164,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-03,AI,117,16128,9592,0.73,1.02,59.47,164,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-04,AI,161,16128,9753,1,0.98,60.47,157.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-05,AI,134,16128,9887,0.83,0.91,61.3,146.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-06,AI,0,16128,9887,0,0.79,61.3,127.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-07,AI,123,16128,10010,0.76,0.79,62.07,128.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-08,AI,155,16128,10165,0.96,0.67,63.03,108.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-09,AI,204,16128,10369,1.26,0.61,64.29,98.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-10,AI,120,16128,10489,0.74,0.61,65.04,98.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-11,AI,21,16128,10510,0.13,0.58,65.17,94.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-12,AI,65,16128,10575,0.4,0.5,65.57,80.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-13,AI,0,16128,10575,0,0.5,65.57,80.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-14,AI,95,16128,10670,0.59,0.45,66.16,72.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-15,AI,56,16128,10726,0.35,0.45,66.51,73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-16,AI,204,16128,10930,1.26,0.42,67.77,66.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-17,AI,67,16128,10997,0.42,0.42,68.19,66.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-18,AI,24,16128,11021,0.15,NA,68.33,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-19,AI,22,16128,11043,0.14,NA,68.47,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-06-20,AI,0,16128,11043,0,NA,68.47,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-22,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-23,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-24,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-25,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-26,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-27,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-28,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-29,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-30,AR,2,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2020-12-31,AR,0,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-01,AR,0,55445,2,0,0.02,0,12.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-02,AR,0,55445,2,0,0.08,0,43.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-03,AR,0,55445,2,0,0.12,0,67.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-04,AR,88,55445,90,0.16,0.17,0.16,96.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-05,AR,217,55445,307,0.39,0.18,0.55,100,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-06,AR,169,55445,476,0.3,0.18,0.86,100,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-07,AR,201,55445,677,0.36,0.18,1.22,100,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-08,AR,25,55445,702,0.05,0.16,1.27,87.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-09,AR,0,55445,702,0,0.1,1.27,56.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-10,AR,0,55445,702,0,0.06,1.27,32.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-11,AR,0,55445,702,0,0.01,1.27,3.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-12,AR,0,55445,702,0,0,1.27,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-13,AR,0,55445,702,0,0,1.27,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-14,AR,0,55445,702,0,0,1.27,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-15,AR,0,55445,702,0,0.06,1.27,31.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-16,AR,0,55445,702,0,0.15,1.27,80.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-17,AR,0,55445,702,0,0.23,1.27,129,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-18,AR,223,55445,925,0.4,0.33,1.67,184.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-19,AR,341,55445,1266,0.62,0.35,2.28,196.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-20,AR,339,55445,1605,0.61,0.35,2.89,196.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-21,AR,386,55445,1991,0.7,0.35,3.59,196.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-22,AR,84,55445,2075,0.15,0.42,3.74,232.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-23,AR,0,55445,2075,0,0.42,3.74,231.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-24,AR,0,55445,2075,0,0.42,3.74,230.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-25,AR,477,55445,2552,0.86,0.37,4.6,206.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-26,AR,337,55445,2889,0.61,0.43,5.21,238,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-27,AR,331,55445,3220,0.6,0.43,5.81,238,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-28,AR,214,55445,3434,0.39,0.43,6.19,238,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-29,AR,307,55445,3741,0.55,0.31,6.75,169.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-30,AR,0,55445,3741,0,0.22,6.75,121.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-01-31,AR,0,55445,3741,0,0.13,6.75,74.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-01,AR,0,55445,3741,0,0.08,6.75,43.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-02,AR,0,55445,3741,0,-0,6.75,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-03,AR,0,55445,3741,0,-0,6.75,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-04,AR,0,55445,3741,0,-0,6.75,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-05,AR,0,55445,3741,0,0.05,6.75,28.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-06,AR,0,55445,3741,0,0.05,6.75,28.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-07,AR,0,55445,3741,0,0.05,6.75,28.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-08,AR,198,55445,3939,0.36,0.05,7.1,28.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-09,AR,0,55445,3939,0,0.06,7.1,35.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-10,AR,2,55445,3941,0,0.06,7.11,35.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-11,AR,0,55445,3941,0,0.06,7.11,35.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-12,AR,47,55445,3988,0.08,0.11,7.19,59.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-13,AR,0,55445,3988,0,0.16,7.19,88.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-14,AR,0,55445,3988,0,0.24,7.19,134.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
2021-02-15,AR,368,55445,4356,0.66,0.32,7.86,179,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed
