date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-02-03,AI,54,16128,1350,0.33,0.28,8.37,45.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-04,AI,35,16128,1385,0.22,0.28,8.59,45.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-05,AI,57,16128,1442,0.35,0.3,8.94,48.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-06,AI,0,16128,1442,0,0.26,8.94,42.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-07,AI,0,16128,1442,0,0.3,8.94,48,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-08,AI,41,16128,1483,0.25,0.27,9.2,43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-09,AI,111,16128,1594,0.69,0.26,9.88,42,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-10,AI,92,16128,1686,0.57,0.26,10.45,42,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-11,AI,0,16128,1686,0,0.26,10.45,42,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-12,AI,50,16128,1736,0.31,0.28,10.76,45.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-13,AI,0,16128,1736,0,0.3,10.76,48.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-14,AI,0,16128,1736,0,0.28,10.76,45.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-15,AI,64,16128,1800,0.4,0.35,11.16,55.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-16,AI,132,16128,1932,0.82,0.36,11.98,57.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-17,AI,71,16128,2003,0.44,0.36,12.42,57.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-18,AI,73,16128,2076,0.45,0.36,12.87,57.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-19,AI,61,16128,2137,0.38,0.31,13.25,49.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-20,AI,0,16128,2137,0,0.25,13.25,40,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-21,AI,0,16128,2137,0,0.21,13.25,33,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-22,AI,11,16128,2148,0.07,0.14,13.32,22.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-23,AI,64,16128,2212,0.4,0.1,13.72,15.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-24,AI,22,16128,2234,0.14,0.1,13.85,15.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-25,AI,0,16128,2234,0,0.1,13.85,15.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-26,AI,11,16128,2245,0.07,0.09,13.92,13.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-27,AI,0,16128,2245,0,0.03,13.92,4.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-28,AI,0,16128,2245,0,0.06,13.92,9.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-01,AI,0,16128,2245,0,0.08,13.92,12.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-02,AI,0,16128,2245,0,0.07,13.92,10.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-03,AI,54,16128,2299,0.33,0.07,14.25,10.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-04,AI,21,16128,2320,0.13,0.07,14.38,10.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-05,AI,0,16128,2320,0,0.07,14.38,12.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-06,AI,0,16128,2320,0,0.11,14.38,18.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-07,AI,0,16128,2320,0,0.09,14.38,15.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-08,AI,10,16128,2330,0.06,0.08,14.45,12.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-09,AI,43,16128,2373,0.27,0.09,14.71,15,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-10,AI,32,16128,2405,0.2,0.09,14.91,15,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-11,AI,0,16128,2405,0,0.09,14.91,15,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-12,AI,20,16128,2425,0.12,0.09,15.04,15.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-13,AI,0,16128,2425,0,0.06,15.04,9,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-14,AI,0,16128,2425,0,0.03,15.04,4.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-15,AI,11,16128,2436,0.07,0.03,15.1,4.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-16,AI,0,16128,2436,0,0.02,15.1,3.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-17,AI,0,16128,2436,0,0.02,15.1,3.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-18,AI,0,16128,2436,0,0.02,15.1,3.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-19,AI,11,16128,2447,0.07,0.04,15.17,6.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-20,AI,0,16128,2447,0,0.15,15.17,23.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-21,AI,0,16128,2447,0,0.21,15.17,34,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-22,AI,32,16128,2479,0.2,0.24,15.37,38.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-23,AI,121,16128,2600,0.75,0.3,16.12,48,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-24,AI,74,16128,2674,0.46,0.3,16.58,48,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-25,AI,33,16128,2707,0.2,0.3,16.78,48,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-26,AI,76,16128,2783,0.47,0.31,17.26,49.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-27,AI,0,16128,2783,0,0.34,17.26,55,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-28,AI,0,16128,2783,0,0.5,17.26,81,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-29,AI,45,16128,2828,0.28,0.63,17.53,101.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-30,AI,157,16128,2985,0.97,0.58,18.51,94.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-31,AI,256,16128,3241,1.59,0.58,20.1,94.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-01,AI,177,16128,3418,1.1,0.58,21.19,94.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-02,AI,24,16128,3442,0.15,0.54,21.34,87.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-03,AI,0,16128,3442,0,0.41,21.34,66.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-04,AI,0,16128,3442,0,0.28,21.34,45.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-05,AI,0,16128,3442,0,0.17,21.34,27.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-06,AI,10,16128,3452,0.06,0.27,21.4,44.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-07,AI,106,16128,3558,0.66,0.27,22.06,44.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-08,AI,55,16128,3613,0.34,0.27,22.4,44.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-09,AI,139,16128,3752,0.86,0.31,23.26,50.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-10,AI,0,16128,3752,0,0.33,23.26,53.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-11,AI,0,16128,3752,0,0.26,23.26,42.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-12,AI,42,16128,3794,0.26,0.21,23.52,34.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-13,AI,31,16128,3825,0.19,0.09,23.72,14.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-14,AI,31,16128,3856,0.19,0.09,23.91,14.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-15,AI,0,16128,3856,0,0.09,23.91,14.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-16,AI,0,16128,3856,0,0.12,23.91,19.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-17,AI,0,16128,3856,0,0.24,23.91,38,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-18,AI,0,16128,3856,0,0.37,23.91,59,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-19,AI,77,16128,3933,0.48,0.45,24.39,72.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-20,AI,158,16128,4091,0.98,0.56,25.37,90.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-21,AI,178,16128,4269,1.1,0.57,26.47,92,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-22,AI,97,16128,4366,0.6,0.57,27.07,92,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-23,AI,124,16128,4490,0.77,0.67,27.84,108.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-24,AI,10,16128,4500,0.06,0.75,27.9,120.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-25,AI,0,16128,4500,0,0.83,27.9,133.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-26,AI,192,16128,4692,1.19,0.94,29.09,151.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-27,AI,245,16128,4937,1.52,0.96,30.61,154.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-28,AI,264,16128,5201,1.64,0.97,32.25,156.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-29,AI,227,16128,5428,1.41,0.97,33.66,156.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-04-30,AI,145,16128,5573,0.9,0.89,34.55,142.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-01,AI,24,16128,5597,0.15,0.83,34.7,133.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-02,AI,0,16128,5597,0,0.83,34.7,133.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-03,AI,95,16128,5692,0.59,0.68,35.29,110,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-04,AI,179,16128,5871,1.11,0.64,36.4,103,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-05,AI,262,16128,6133,1.62,0.62,38.03,99.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-06,AI,65,16128,6198,0.4,0.62,38.43,99.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-07,AI,96,16128,6294,0.6,0.58,39.03,93.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-08,AI,0,16128,6294,0,0.58,39.03,93.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-09,AI,0,16128,6294,0,0.52,39.03,83.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-10,AI,55,16128,6349,0.34,0.46,39.37,74.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-11,AI,179,16128,6528,1.11,0.37,40.48,60.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-12,AI,189,16128,6717,1.17,0.43,41.65,69.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-13,AI,0,16128,6717,0,0.43,41.65,69.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-14,AI,0,16128,6717,0,0.54,41.65,87.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-15,AI,64,16128,6781,0.4,0.54,42.04,87,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-16,AI,0,16128,6781,0,0.53,42.04,86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-17,AI,181,16128,6962,1.12,0.64,43.17,103,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-18,AI,175,16128,7137,1.09,0.72,44.25,116.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-19,AI,182,16128,7319,1.13,0.69,45.38,111.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-20,AI,119,16128,7438,0.74,0.69,46.12,111.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-21,AI,93,16128,7531,0.58,0.53,46.7,85.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-22,AI,32,16128,7563,0.2,0.59,46.89,94.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-23,AI,0,16128,7563,0,0.68,46.89,109.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-24,AI,0,16128,7563,0,0.75,46.89,121,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-25,AI,236,16128,7799,1.46,0.93,48.36,150.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-26,AI,284,16128,8083,1.76,1.03,50.12,166,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-27,AI,202,16128,8285,1.25,1.03,51.37,166,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-28,AI,298,16128,8583,1.85,1.18,53.22,189.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-29,AI,142,16128,8725,0.88,1.17,54.1,189.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-30,AI,0,16128,8725,0,1.19,54.1,191.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-05-31,AI,166,16128,8891,1.03,1.11,55.13,179.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-01,AI,233,16128,9124,1.44,0.99,56.57,159.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-02,AI,299,16128,9423,1.85,0.98,58.43,158.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-03,AI,117,16128,9540,0.73,0.98,59.15,158.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-04,AI,161,16128,9701,1,NA,60.15,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-05,AI,132,16128,9833,0.82,NA,60.97,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-06-06,AI,0,16128,9833,0,NA,60.97,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-22,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-23,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-24,AR,0,55445,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-25,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-26,AR,0,55445,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-27,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-28,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-29,AR,0,55445,0,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-30,AR,2,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2020-12-31,AR,0,55445,2,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-01,AR,0,55445,2,0,0.02,0,12.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-02,AR,0,55445,2,0,0.08,0,43.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-03,AR,0,55445,2,0,0.12,0,67.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-04,AR,88,55445,90,0.16,0.17,0.16,96.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-05,AR,217,55445,307,0.39,0.18,0.55,99.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-06,AR,168,55445,475,0.3,0.18,0.86,99.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-07,AR,201,55445,676,0.36,0.18,1.22,99.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-08,AR,25,55445,701,0.05,0.16,1.26,87.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-09,AR,0,55445,701,0,0.1,1.26,56.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-10,AR,0,55445,701,0,0.06,1.26,32.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-11,AR,0,55445,701,0,0.01,1.26,3.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-12,AR,0,55445,701,0,0,1.26,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-13,AR,0,55445,701,0,0,1.26,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-14,AR,0,55445,701,0,0,1.26,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-15,AR,0,55445,701,0,0.06,1.26,31.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-16,AR,0,55445,701,0,0.15,1.26,80.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-17,AR,0,55445,701,0,0.23,1.26,129,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-18,AR,223,55445,924,0.4,0.33,1.67,184,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-19,AR,341,55445,1265,0.62,0.35,2.28,196,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-20,AR,339,55445,1604,0.61,0.35,2.89,196,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-21,AR,385,55445,1989,0.69,0.35,3.59,196,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-22,AR,84,55445,2073,0.15,0.42,3.74,232.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-23,AR,0,55445,2073,0,0.42,3.74,231.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-24,AR,0,55445,2073,0,0.41,3.74,226.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-25,AR,477,55445,2550,0.86,0.36,4.6,202,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-26,AR,337,55445,2887,0.61,0.42,5.21,233.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-27,AR,303,55445,3190,0.55,0.42,5.75,233.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-28,AR,213,55445,3403,0.38,0.42,6.14,233.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-29,AR,307,55445,3710,0.55,0.3,6.69,165.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-30,AR,0,55445,3710,0,0.21,6.69,117.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-01-31,AR,0,55445,3710,0,0.13,6.69,74.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-01,AR,0,55445,3710,0,0.08,6.69,43.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-02,AR,0,55445,3710,0,-0,6.69,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-03,AR,0,55445,3710,0,-0,6.69,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-04,AR,0,55445,3710,0,-0,6.69,0,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-05,AR,0,55445,3710,0,0.05,6.69,28.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-06,AR,0,55445,3710,0,0.05,6.69,28.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-07,AR,0,55445,3710,0,0.05,6.69,28.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-08,AR,198,55445,3908,0.36,0.05,7.05,28.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-09,AR,0,55445,3908,0,0.06,7.05,35.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-10,AR,2,55445,3910,0,0.06,7.05,35.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-11,AR,0,55445,3910,0,0.06,7.05,35.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-12,AR,47,55445,3957,0.08,0.11,7.14,59.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-13,AR,0,55445,3957,0,0.16,7.14,88.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-14,AR,0,55445,3957,0,0.24,7.14,134.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-15,AR,368,55445,4325,0.66,0.32,7.8,178.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-16,AR,203,55445,4528,0.37,0.34,8.17,188.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-17,AR,321,55445,4849,0.58,0.34,8.75,188.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-18,AR,313,55445,5162,0.56,0.34,9.31,188.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-19,AR,117,55445,5279,0.21,0.29,9.52,159.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-20,AR,0,55445,5279,0,0.29,9.52,159.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-21,AR,0,55445,5279,0,0.29,9.52,163.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-22,AR,164,55445,5443,0.3,0.22,9.82,124.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-23,AR,200,55445,5643,0.36,0.21,10.18,114.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-24,AR,352,55445,5995,0.63,0.21,10.81,114.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-25,AR,41,55445,6036,0.07,0.21,10.89,114.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-26,AR,42,55445,6078,0.08,0.22,10.96,119.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-27,AR,0,55445,6078,0,0.22,10.96,122.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-02-28,AR,0,55445,6078,0,0.18,10.96,98.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-01,AR,204,55445,6282,0.37,0.17,11.33,92.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-02,AR,219,55445,6501,0.39,0.16,11.73,86.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-03,AR,184,55445,6685,0.33,0.16,12.06,86.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-04,AR,0,55445,6685,0,0.16,12.06,86.71,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-05,AR,0,55445,6685,0,0.15,12.06,84.57,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-06,AR,0,55445,6685,0,0.14,12.06,80.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-07,AR,0,55445,6685,0,0.1,12.06,54.43,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-08,AR,189,55445,6874,0.34,0.1,12.4,56,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-09,AR,190,55445,7064,0.34,0.1,12.74,56,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-10,AR,2,55445,7066,0,0.1,12.74,56,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-11,AR,11,55445,7077,0.02,0.1,12.76,56,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-12,AR,0,55445,7077,0,0.15,12.76,86.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-13,AR,0,55445,7077,0,0.11,12.76,61.86,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-14,AR,0,55445,7077,0,0.21,12.76,115.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-15,AR,400,55445,7477,0.72,0.26,13.49,142.14,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-16,AR,20,55445,7497,0.04,0.31,13.52,171.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
2021-03-17,AR,376,55445,7873,0.68,0.31,14.2,171.29,COVID19VaccDosesAdministered,2021-06-08_09-40-01,detailed
